codigo_produto,codigo_barras,descricao,quantidade_estoque,ncm,categoria_codigo
7204010,7898938361811,CAME RETORNO CHAVE SETA FUSCA 1300 80/- (1301),10,85366990,K
7204006,7898938361965,CAME RETORNO CHAVE SETA KOMBI 82/98 CAMINHOES VW- (1316),12,85366990,K
7204013,7898938361903,CAME RETORNO CHAVE SETA MONZA/KADETT/VECTRA/ASTRA/CORSA- (1310),15,85366990,K
7204017,7898938361989,CAME RETORNO CHAVE SETA PALIO C/CHAVE KOSTAL(BRASIL)- (1317),20,85366990,K
7204018,,CAME RETORNO CHAVE SETA PALIO C/CHAVE MAG.MARELLI(ARGENT.)- (1318),16,85366990,K
7204003,7898938361880,CAME RETORNO CHAVE SETA PARATI/GOL 85/94 SANTANA 85/- (1308),12,85366990,K
7204015,7898938361934,CAME RETORNO CHAVE SETA PARATI/GOL 95/- (1313),13,85366990,K
7204423,7895479000117,TERM FEMEA ENCAIXE 6 3 FIO 0 75/2 5MM C/TRAVA 100PCS- (ETE7020A),39,85369090,K
0701400,,FAROL UNIV SEALED BEAM 180MM 12V IMPORTADO- (TK7550),87,85391010,K
0031648,,FAROL UNIV SEALED BEAM 180MM 12V- (452634),34,85391010,K
0012409,,LAMP 2825 12V 5W T10 WEDGE LARANJA- (TK0913A),2,85392910,K
0012411,,LAMP 67 12V 10W G18 BA15S LARANJA- (TK2130A),4,85392910,K
8392229,,KIT TRAVA ELETR UNIV 4P- (20044),95,85437099,K
0031715,,TRAVA ELETR PT UNIV 2 FIOS- (52176),15,85437099,K
8392235,,TRAVA ELETR PT UNIV 5 FIOS- (52177),24,85437099,K
7203229,,CABO IGNICAO JG SUPRESSIVO GOL PARATI(AT1000 MI 16V/97 O- (129-S),28,85443000,K
8912468,7898615771896,BOLSA PT UNO/FIORINO /00 PTO C/KIT FIXACAO 2PCS- (EK.0450),63,87081000,K
8912487,7898615773418,CHURRASQUEIRA GOL/PAR/SAV BOLA 95/03 C/GUARNICAO- (EK.0449),40,87081000,K
8912446,,GRADE COLUNA FIXA CHEVETTE- (EK.0153),13,87081000,K
8911075,7898420049388,GRADE P/CHOQUE GOL G3 03/05 FASE 2 PTO C/MILHA LD- (8182),18,87081000,K
8911074,7898420049371,GRADE P/CHOQUE GOL G3 03/05 FASE 2 PTO C/MILHA LE- (8181),18,87081000,K
0528611,,GRADE P/CHOQUE GOL G3 03/05 FASE 2 PTO CENTRAL- (EK.0701),18,87081000,K
0449938,,GRADE P/CHOQUE GOL G3 99/02 FASE 1 PTO CENTRAL- (377807715),12,87081000,K
8912469,7898615770912,GRADE P/CHOQUE GOL G3 99/02 FASE 1 PTO CENTRAL- (EK.0700),20,87081000,K
8912477,7898615771407,GRADE P/CHOQUE GOL/SAV/VOY G5 C/MILHA LE- (EK.0535),20,87081000,K
8912480,7898615771353,GRADE P/CHOQUE GOL/SAV/VOY G5 S/MILHA LD- (EK.0530),20,87081000,K
8912481,7898615771360,GRADE P/CHOQUE GOL/SAV/VOY G5 S/MILHA LE- (EK.0531),20,87081000,K
0528694,7908019401166,GRADE P/CHOQUE GOL/VOY/SAV G5 08/12 C/MILHA PTO LD- (GG694),13,87081000,K
0528695,7908019401173,GRADE P/CHOQUE GOL/VOY/SAV G5 08/12 C/MILHA PTO LE- (GG695),13,87081000,K
0475035,7898615770936,GRADE P/CHOQUE PALIO 04/09 CENTRAL PTO- (EK.0720),18,87081000,K
0475030,7908019400664,GRADE P/CHOQUE PALIO 04/09 S/MILHA LD- (EK.0500),10,87081000,K
0475031,7908019400657,GRADE P/CHOQUE PALIO 04/09 S/MILHA LE- (EK.0501),10,87081000,K
0498102,7908019400664,GRADE P/CHOQUE PALIO 04/10 S/MILHA LD- (GG622),13,87081000,K
0498101,7908019400657,GRADE P/CHOQUE PALIO 04/10 S/MILHA LE- (GG621),8,87081000,K
0011150,7908302806555,GUIA LAT P/CHOQUE CELTA 01/16 TRAS LD- (400814),31,87081000,K
0011151,7908302806548,GUIA LAT P/CHOQUE CELTA 01/16 TRAS LE- (400815),31,87081000,K
0407657,7908004604152,GUIA LAT P/CHOQUE CORSA 94/10 DIANT LE- (AP391),21,87081000,K
0447500,7898653810250,GUIA LAT P/CHOQUE GOL/VOY/PAR/SAV 87/94 TRAS  LD/LE- (3023),7,87081000,K
8911674,7898420048978,MOLD P/LAMA CORSA CLASSIC 94/ PTO TRAS LE- (8229),20,87081000,K
0116548,7898420049753,MOLD P/LAMA CORSA SEDAN 94/02 PRIMER DIANT LD- (8236),23,87081000,K
0116547,7898420049746,MOLD P/LAMA CORSA SEDAN 94/02 PRIMER DIANT LE- (8235),23,87081000,K
8911675,7898420048985,MOLD P/LAMA CORSA SEDAN 94/02 PTO TRAS LD- (8230),36,87081000,K
0441196,7898449120617,MOLD PLACA GOL 87/94 PTO TRAS- (20890),90,87081000,K
0441197,7898449120624,MOLD PLACA VOYAGE 83/90 PTO TRAS- (20892),101,87081000,K
0441198,7898449120631,MOLD PLACA VOYAGE 91/95 PTO TRAS- (20894),140,87081000,K
0473505,,P/CHOQUE DIANT FUSCA 77/86 CROM- (491),252,87081000,K
0472700,,P/CHOQUE DIANT GOL/VOY/PAR/SAV 87/94 PTO TEXT- (5940),109,87081000,K
0473504,7898449122758,P/CHOQUE TRAS FUSCA 77/86 CROM- (492),252,87081000,K
0472910,,P/CHOQUE TRAS GOL 87/94 PTO TEXT- (6320),98,87081000,K
0190100,,PONTEIRA P/CHOQUE BRAS/VARIANT 78/82 PTO TRAS LD- (7009),23,87081000,K
0190200,,PONTEIRA P/CHOQUE BRAS/VARIANT 78/82 PTO TRAS LE- (7008),23,87081000,K
0198400,7898300214332,PONTEIRA P/CHOQUE CHEVETTE 87/ PTO DIANT LD- (J80835),53,87081000,K
0198300,7898300214349,PONTEIRA P/CHOQUE CHEVETTE 87/ PTO DIANT LE- (J80836),53,87081000,K
0198500,7898300214363,PONTEIRA P/CHOQUE CHEVETTE 87/ PTO TRAS LE- (J80838),90,87081000,K
1998000,7898652030260,PONTEIRA P/CHOQUE CHEVETTE/MARAJO 83/86 DIANT LD- (7036),28,87081000,K
1997900,7898652030277,PONTEIRA P/CHOQUE CHEVETTE/MARAJO 83/86 DIANT LE- (7037),24,87081000,K
0190369,7898300214240,PONTEIRA P/CHOQUE CHEVETTE/MARAJO 83/86 DIANT LE- (J80826),21,87081000,K
1998200,7898652030284,PONTEIRA P/CHOQUE CHEVETTE/MARAJO 83/86 TRAS LD- (7038),24,87081000,K
0190365,7898300214257,PONTEIRA P/CHOQUE CHEVETTE/MARAJO 83/86 TRAS LD- (J80827),24,87081000,K
1998100,7898652030291,PONTEIRA P/CHOQUE CHEVETTE/MARAJO 83/86 TRAS LE- (7039),26,87081000,K
0190366,7898300214264,PONTEIRA P/CHOQUE CHEVETTE/MARAJO 83/86 TRAS LE- (J80828),24,87081000,K
1994200,7898652030307,PONTEIRA P/CHOQUE CORCEL II/BELINA II 78/84 LDO DIANT LD- (7040),15,87081000,K
1994100,7898652030314,PONTEIRA P/CHOQUE CORCEL II/BELINA II 78/84 LDO DIANT LE- (7041),15,87081000,K
1993700,7898652030376,PONTEIRA P/CHOQUE CORCEL II/BELINA II 78/84 LUXO DIANT LE- (7047),18,87081000,K
1993900,7898652030581,PONTEIRA P/CHOQUE CORCEL PRETO TRAS LE- (7073),7,87081000,K
1995800,7898652030451,PONTEIRA P/CHOQUE DEL REY/SCALA 85/90 C/FRISO DIANT LD- (7058),15,87081000,K
1995700,7898652030468,PONTEIRA P/CHOQUE DEL REY/SCALA 85/90 C/FRISO DIANT LE- (7059),15,87081000,K
1995000,7898652030383,PONTEIRA P/CHOQUE ESCORT 84/86 GL/GHI/XR3 DIANT LD- (7048),15,87081000,K
0195100,7898300212772,PONTEIRA P/CHOQUE ESCORT GL/GHI/XR3 84/86 PTO TRAS LE- (J40421),37,87081000,K
0190400,7898300210846,PONTEIRA P/CHOQUE GOL 81/83 PTO DIANT LD- (J10101),37,87081000,K
0190300,7898300210839,PONTEIRA P/CHOQUE GOL 81/83 PTO DIANT LE- (J10100),37,87081000,K
1991600,7898652030321,PONTEIRA P/CHOQUE GOL 84/86 PTO TRAS LD- (7042),36,87081000,K
1991500,7898652030338,PONTEIRA P/CHOQUE GOL 84/86 PTO TRAS LE- (7043),36,87081000,K
1991200,7898652030222,PONTEIRA P/CHOQUE GOL/VOY/PAR/SAV 84/86 PTO DIANT LD- (7032),36,87081000,K
1991100,7898652030239,PONTEIRA P/CHOQUE GOL/VOY/PAR/SAV 84/86 PTO DIANT LE- (7033),36,87081000,K
0197400,7898300214318,PONTEIRA P/CHOQUE MONZA 83/90 EXC HATCH PTO TRAS LD- (J80833),58,87081000,K
1997000,7898652030475,PONTEIRA P/CHOQUE MONZA 83/90 PTO DIANT LD- (7060),16,87081000,K
0196900,7898652030482,PONTEIRA P/CHOQUE MONZA 83/90 PTO DIANT LE- (7061),16,87081000,K
0199400,7898652030635,PONTEIRA P/CHOQUE OPALA/CARAVAN 85/90 PTO DIANT LD- (7078),36,87081000,K
1999300,7898652030642,PONTEIRA P/CHOQUE OPALA/CARAVAN 85/90 PTO DIANT LE- (7079),36,87081000,K
0199800,,PONTEIRA P/CHOQUE OPALA/CARAVAN 85/90 PTO TRAS LD- (J80870),50,87081000,K
0199700,7898300214660,PONTEIRA P/CHOQUE OPALA/CARAVAN 85/90 PTO TRAS LE- (J80871),55,87081000,K
0193400,7898300211607,PONTEIRA P/CHOQUE PASSAT 83/85 PTO DIANT LD- (J10202),45,87081000,K
0193300,7898300211614,PONTEIRA P/CHOQUE PASSAT 83/85 PTO DIANT LE- (J10203),48,87081000,K
0193500,7898300211638,PONTEIRA P/CHOQUE PASSAT 83/85 PTO TRAS LE- (J10205),45,87081000,K
0190700,7898300210884,PONTEIRA P/CHOQUE VOYAGE 81/83 PTO TRAS LE- (J-10105),28,87081000,K
0191900,7898300212116,PONTEIRA P/CHOQUE VOYAGE 81/83 PTO TRAS LE- (J10260),29,87081000,K
0192000,,PONTEIRA P/CHOQUE VOYAGE 84/86 PTO TRAS LD- (J10259),45,87081000,K
0504001,7899893633012,CINTO SEG UNIV 3P RETRATIL S/FECHO PTO P/FIVELA EST LD/LE- (CR3P-001),96,87082100,K
0503018,7899893610433,FECHO CINTO SEG CELTA 01/16 CLASSIC 03/16 PRISMA 08/12 LD- (FE1-040),53,87082100,K
0503017,7899893610402,FECHO CINTO SEG CELTA 01/16 CLASSIC 03/16 PRISMA 08/12 LE- (FE1-039),53,87082100,K
0502700,7899893613175,FECHO CINTO SEG ESCORT HASTE FLEXIVEL DUPLO- (FE2-017),47,87082100,K
0502500,7899893610051,FECHO CINTO SEG GOL/VOY/PAR/SAV 80/94 PTO LD/LE MOD ORIG- (FE1-005),29,87082100,K
0503000,7899893610211,FECHO CINTO SEG KADETT/MONZA 91/96 MOD ORIG LD/LE- (FE1-020),36,87082100,K
0502800,7899893613069,FECHO CINTO SEG KOMBI/CAM HASTE FLEXIVEL CABO 430MM LD- (FE2-006),52,87082100,K
0502900,7899893613052,FECHO CINTO SEG KOMBI/CAM HASTE FLEXIVEL CABO 430MM LE- (FE2-005),52,87082100,K
0116549,7899843500289,GRADE  GOL/SAV 85/86 PAR/VOY 81/86 PTO- (8522),44,87082912,K
8912153,7899592601312,GRADE CHEVETTE/MARAJO 83/86 PRETO,80,87082912,K
8911042,7898420047018,GRADE CHEVETTE/MARAJO 87/93 PTO- (8142),50,87082912,K
8911037,7898420047650,GRADE CORSA 00/02 PTO COLMEIA CLASSIC- (8131),26,87082912,K
8912156,7899592601350,GRADE CORSA CLASSIC 00/08 PRETO FILETADA- (12005C),23,87082912,K
8911036,7898420043515,GRADE CORSA CLASSIC 03/08 PRETO FILETADA- (8117),26,87082912,K
0116304,7899843501521,GRADE CORSA CLASSIC 09/10 PTO COMPLETO 3PCS- (8240),64,87082912,K
8912101,7899592600919,GRADE ENTRADA AR INT KOMBI 76/96 PTO- (10037),12,87082912,K
8912102,7899592600926,GRADE ENTRADA AR KOMBI 97/14 DIANT PLAST- (10038),45,87082912,K
0116315,7899843500012,GRADE FOX/SPACEFOX 10/14 PTO BRILHANTE- (8516),92,87082912,K
8911054,7898420047285,GRADE GOL/PAR/SAV BOLA 95/99 PTO S/EMBLEMA- (8118),28,87082912,K
0116570,7899843503549,GRADE GOL/PAR/SAV G3 03/05 FASE 2 PTO- (8525),32,87082912,K
8912080,7899592600629,GRADE GOL/SAV 87/90 PTO MAIOR- (10004),37,87082912,K
8912083,7899592600667,GRADE GOL/VOY/PAR/SAV 91/94 CINZA ESCURO- (10008),15,87082912,K
8911060,7898420046974,GRADE GOL/VOY/PAR/SAV 91/96 CINZA CLARO S/EMBLEMA- (8124),40,87082912,K
8911057,7898420046691,GRADE GOL/VOY/PAR/SAV 91/96 CINZA ESCURO S/EMBLEMA- (8121),37,87082912,K
8912165,7899592601480,GRADE KADETT/IPANEMA 96/98 PRETO- (12018),23,87082912,K
8912168,7899592601527,GRADE MONZA 82/87 PTO- (12023C),66,87082912,K
8912316,7899592604467,GRADE P/CHOQUE PALIO 04/09 CENTRAL PRETO- (13061),13,87082912,K
8912391,7899592605419,GRADE P/CHOQUE PALIO 04/09 CINZA S/MILHA LD- (13088),20,87082912,K
8912098,7899592600872,GRADE PASSAT 83/89 FRISO PTO- (10032),58,87082912,K
8912155,7899592601336,GRADE RAD CORSA 00/03 COLMEIA EXCETO CLASSIC PTO- (12003C),24,87082912,K
8912077,7899592600599,GRADE RAD GOL 80/86 PAR/SAV PTO- (10001C),80,87082912,K
8912078,7899592600605,GRADE RAD GOL 85/86 SAV VOY/PAR PTO S/EMBL- (10002),45,87082912,K
8911085,7898420049555,GRADE RAD GOL 87/90 GTI/GTS VOY/PAR PTO MENOR S/EMBL- (8188),37,87082912,K
8911058,7898420046684,GRADE RAD GOL 91/94 VOY/PAR/SAV PTO S/EMBL- (8122),34,87082912,K
8912085,7899592600698,GRADE RAD GOL 95/99 BOLA PAR 96/99 SAV PTO LISO S/EMBL- (10011C),24,87082912,K
8912169,7899592601534,GRADE RAD MONZA 88/90 S/AR PTO S/EMBL- (12024),72,87082912,K
8911632,7899592600797,GRADE RAD SANTANA 91/94 ABS PTO S/EMBL- (10024),48,87082912,K
8911066,7898420048244,GRADE RAD SANTANA 99/06 QUANTUM PTO S/EMBL- (8151),36,87082912,K
8912228,7899592601923,GRADE RAD SPAZIO 83/86 FIORINO PTO C/EMBL- (13033),122,87082912,K
8911008,7898420046981,GRADE RAD UNO 91/95 PREMIO/ELBA/FIORINO PTO S/FRISO S/EMBL- (8129),47,87082912,K
8912214,7899592601763,GRADE RAD UNO/FIORINO 09/14 PTO- (13015C),47,87082912,K
8911015,7898420047032,GRADE RAD UNO/FIORINO 09/14 PTO- (8144),53,87082912,K
8915124,7899843508452,GRADE SANTANA 95/98 PRETA- (8538),21,87082912,K
8912093,7899592600780,GRADE SANTANA/QUANTUM 85/90 GL/GLS PTO- (10022),56,87082912,K
7732803,7899843500098,GRADE UNO FIRE/FIORINO 02/04 PTO P/EMBLEMA REDONDO- (8108),18,87082912,K
0132307,7899843504850,GRADE UNO/FIORINO FIRE 06/08 PTO- (8115),44,87082912,K
8912203,7899592601626,GRADE UNO/PREMIO/ELBA/FIORINO 84/90 PTO C/FRISO- (13001),40,87082912,K
8912205,7899592601640,GRADE UNO/PREMIO/ELBA/FIORINO 96/99 PTO C/FRISO- (13003),45,87082912,K
0032515,7899843506793,GRADE VERONA 90/92- (8425),23,87082912,K
1448005,7895272204989,LIMITADOR PT SANTANA/QT 84/91P DIANTEIRA LE/LD- (RA-044),24,87082913,K
9960321,7898282141244,TELA AUTO FALANTE 6X9 PLAST- (900124),15,87082914,K
0011320,7898395920996,ACAB PT SUP GOL/VOYAGE/PARATI/SAVEIROL 80/94 PAR- (HS050),295,87082919,K
6012974,7908004603346,ASSENTO VARETA CAPO CELTA/CORSA/KADETT/ASTRA 99/ MONZA 91/- (AP303),7,87082919,K
6012911,7908004600147,BOTAO AR COND CORSA 94/ PTO LED BCO- (AP14),39,87082919,K
6012904,7908004600048,BOTAO AR COND GOL/PAR/SAV G3 CAM VW PTO LED LARANJA- (AP04),47,87082919,K
6012912,7908004600154,BOTAO FAROL CORSA 94/02 ASTRA/VECTRA 94/96 OMEGA C/LUZ- (AP15),15,87082919,K
6012321,7908004602714,BOTAO VENTILACAO PALIO/WEEK/STR/SIENA 96/04 LED VERDE PC- (AP264),96,87082919,K
6060900,7908004603896,BUCHA FIX CHURRASQUEIRA LOGUS/POINTER 6PCS- (AP360/PT),18,87082919,K
6067541,7908004605524,BUCHA FIX FAROL CORSA AUTOPLAST 10PCS- (AP535F/PT),16,87082919,K
1305315,7908004609621,BUCHA PT CORREDICA KOMBI 97/13 SUP/INF- (AP1419),26,87082919,K
0445801,7908004604039,CHURRASQUEIRA CAPO GOL/PAR/SAV BOLA 95/03 C/GUARNICAO- (AP377),24,87082919,K
0313124,7908004611082,COBERT TRILHO BANCO GOL/PAR/SAV G2/G3SANT/QUANT LARGA PTO LD- (AP32),77,87082919,K
0313123,7908004611099,COBERT TRILHO BANCO GOL/PAR/SAV G2/G3SANT/QUANT LARGA PTO LE- (AP33),77,87082919,K
0313121,7908004611013,COBERTURA INT TRILHO BANCO GOL 91/ ESTREITO PTO LE- (AP25),69,87082919,K
0525004,7908004615929,DIFUSOR AR CENTR CLIO 01/15 CZA ESCURO LD- (AP1528),12,87082919,K
0032036,7908302803448,DIFUSOR AR CENTR UNO 84/93 PTO LD/LE- (200625),23,87082919,K
6067087,7908004611570,DIFUSOR AR CENTR/LAT GOL/VOY/PAR/SAV 87/94 LD/LE- (AP894),7,87082919,K
0526526,7908004616322,DIFUSOR AR CENTR/LAT VECTRA 96/05 GFT LD- (AP 1578),36,87082919,K
0494379,7898457736251,DIFUSOR AR GOL 81/87 VOY/PAR/SAV PTO CENTRAL LD/LE- (100602),15,87082919,K
0525000,7908004600123,DIFUSOR AR GOL G3/G4 00/14 PAR/SAV PTO RALINHO SUP CENTRAL- (AP12),8,87082919,K
0526527,7908004616315,DIFUSOR AR LAT VECTRA 96/05 GFT LE- (AP 1577),36,87082919,K
0340410,7898437705338,FRISO LAT KADETT GL 96/ PRETO- (300.22),40,87082919,K
6069301,7908004611365,GRAMPO FIX.DESC.BRA/GRA.VID.TR/PUX.PORTA DIA.PC/10 SAN/SAV84- (AP570/PT),24,87082919,K
6012973,7908004601755,GRAMPO FRISO TETO CORSA 94/ CELTA/PRMA/ATRA 94/95- (AP161),8,87082919,K
6012972,7908004601731,GRAMPO FRISO TETO KADETT/IPANEMA- (AP162),10,87082919,K
0442200,7908004601298,GUIA TAMPA PT LUVAS ASTRA PTO LD- (AP130),28,87082919,K
0442100,7908004601281,GUIA TAMPA PT LUVAS ASTRA PTO LE- (AP129),28,87082919,K
6830031,7898241140936,HELICE REFRIG. P/GOL GIII 99/- (1932.91),29,87082919,K
6013003,7908004602103,LENTE BOTAO PISCA ALERTA FST/KA/ESCORT /03 COURIER /13 VERM- (AP199),26,87082919,K
7202791,7908004603322,MOLD BOTAO VIDRO GOL/VOU/PAR/SAV/87/94/SANT/QUNT 85/91 DUPL- (AP301),32,87082919,K
7202790,7908004603339,MOLD BOTAO VIDRO GOL/VOY/PAR/SAV/85/94/SANT/QUNT 85/91 SIMP- (AP302),21,87082919,K
6067109,7908004608891,MOLD BOTOES COMANDO GOL/PAR/SAV 95/99 PTO VIDRO/TRAVA ELETR- (AP924),13,87082919,K
0031155,,PARA SOL LATERAL 2PCS- (31155),13,87082919,K
6060200,7908004601465,PORCA PARAF ESTEPE CORSA/CELTA/ASTRA/ONIX/PRISMA/COBALT/SPIN- (AP149),12,87082919,K
6012917,7908004600512,PORCA PRESILHA FRISO CONTORNO P/LAMA CORSA 10PCS- (AP51/PT),2,87082919,K
0440950,7898498771990,PROTETOR PT OLHO GATO OVAL DUPLO C/BASE PTA CRISTAL- (16.007),12,87082919,K
1116514,7898937190658,PROTETOR PT OVAL DUPLO CRISTAL C/BASE CROM OLHO DE GATO- (05.007),8,87082919,K
1116519,7898937190719,PROTETOR PT OVAL DUPLO CRISTAL C/BASE PTO OLHO DE GATO- (05.013),8,87082919,K
1116516,7898937190689,PROTETOR PT OVAL DUPLO CRISTAL/VERM C/BASE CROM OLHO DE GATO- (05.010),12,87082919,K
1116522,7898937190740,PROTETOR PT OVAL DUPLO CRISTAL/VERM C/BASE PTO OLHO DE GATO- (05.016),10,87082919,K
6067123,7908004609256,PUXADOR PT GOL/VOY G5 08/12 C/FURO VIDRO ELET CZA TRAS LD- (AP978),26,87082919,K
0010700,7898437700579,SPOILER DIANT GOL/VOY/PAR/SAV 87/94 PTO- (100.500),32,87082919,K
0525950,7908004603933,SUPORTE DIFUSOR AR CENTRAL GOL/VOY/PAR/SAV 87/94 DUPLO S/M- (AP364),221,87082919,K
0449830,7908004602295,SUPORTE DIFUSOR AR LAT GOL/VOY/PAR/SAV 87/94 S/DEF/MEC- (AP225),92,87082919,K
6067249,7908004612157,TAMPA ACAB ALAV FREIO MAO FOX/SPACE/CROSS 04/14 GFT- (AP1027),13,87082919,K
6067148,7908004608983,TAMPA BRACO LIMP P/BRISA GOL/VOY/PAR/SAV/AMA/POL/JET/FOX 05/- (AP934),15,87082919,K
6067149,7908004608990,TAMPA BRACO LIMP P/BRISA SANT 84/06 QUANT 84/01 DIANT/TRAS- (AP935),16,87082919,K
6012976,7908004600796,TAMPA MACAN P/LUVAS GOL G3 99/05 GRAFITE- (AP79),5,87082919,K
0441851,7898420043485,TAMPA P/LUVAS CORSA 94/ HATCH/SEDAN/SW/PICKUP/CLASSIC- (5138),140,87082919,K
6067255,7908004612447,TAMPAO CHICOTE COLUNA A CELTA 01/ CORSA DIANT LD/LE- (AP1052),26,87082919,K
0526531,7908004615936,TAMPAO DIF AR SUP CENTR PALIO/SIENA/STR 96/04 PTO- (AP 1531),16,87082919,K
0526534,7908004615967,TAMPAO DIF AR SUP LAT PALIO/SIENA/STR 96/04 PTO LD- (AP 1536),24,87082919,K
6012921,7908004600482,TAMPAO INTERR PAINEL GOL/VOY/PAR/SAV /94 PTO BOTAO FALSO- (AP48),18,87082919,K
0526814,,TOMADA AR CORSA HATCH/SEDAN/WAGON/PICKUP 95/06- (AP1207),64,87082919,K
0061405,7899902200662,PARALAMA UNO MILLE FIRE 04/13 DIANT LE- (061405),136,87082991,K
0140801,7898300214486,GRADE CHEVETTE 78/82 PRATA LD- (J80850),21,87082992,K
0140802,,GRADE CHEVETTE 78/82 PRATA LE- (J80851),21,87082992,K
0132100,,GRADE CHEVETTE/MARAJO 87/93 PTO- (J80844),44,87082992,K
0133800,,GRADE CHEVY PTO- (J80843),74,87082992,K
0134100,7898300212963,GRADE DELREY 85/90 PAMPA 85/97 PTO- (J40440),26,87082992,K
0130310,7898300211409,GRADE GOL GTI/GTS/VOY/PAR 87/90 PTO MENOR- (J10180),63,87082992,K
0137915,,GRADE GOL/PAR/SAV G3 03/05 FASE 2 PTO- (J10336),29,87082992,K
0137910,7898300212307,GRADE GOL/PAR/SAV G3 99/02 FASE 1 PTO- (J-10287),44,87082992,K
0132410,7898300217784,GRADE GOL/VOY/PAR/SAV 91/94 PERSONALIZADO TUNING S/EMBLEMA- (J10187T),77,87082992,K
0190316,7898300211645,GRADE GOL/VOY/PAR/SAV 91/96 CINZA ESCURO- (J10206),32,87082992,K
0190317,7898300211454,GRADE GOL/VOY/PAR/SAV 91/96 PTO- (J10187),31,87082992,K
0142902,7898300215612,GRADE KADETT/IPANEMA 96/98 PTO- (J80901),48,87082992,K
0131900,7898300214530,GRADE MONZA 88/90 S/AR PTO- (J-80855),71,87082992,K
0131901,7898300214431,GRADE MONZA SLE 91/96 PTO- (J80845),32,87082992,K
0190218,7898300212215,GRADE SANTANA/QUANTUM 95/98 PTO- (J10224),48,87082992,K
0133700,7898300215537,GRADE SPAZIO/PANORAMA/FIORINO 83/86 PTO C/FRISO- (J60621),63,87082992,K
0132304,7898300218095,GRADE UNO FIRE/FIORINO 02/04 PTO S/EMBLEMA REDONDO- (J60660),39,87082992,K
0132303,7898300218071,GRADE UNO SMART/FIORINO 00/01 PTO- (J60654),36,87082992,K
0132200,7898300215520,GRADE UNO/PREMIO/ELBA/FIORINO 84/90 PTO C/FRISO- (J60617),74,87082992,K
0132301,,GRADE UNO/PREMIO/ELBA/FIORINO 96/99 PTO C/FRISO- (J60647),61,87082992,K
1448000,7895272206228,LIMITADOR PT FUSCA- (20622),85,87082993,K
1365400,7895272407083,MACANETA INT PT CELTA 00/06 2/4P PTO DIANT/TRAS LD- (40708),29,87082993,K
1365500,7895272407090,MACANETA INT PT CELTA 00/06 2/4P PTO DIANT/TRAS LE- (40709),29,87082993,K
8655209,,ACAB EXT PT PALIO/WEEK/SIENA FASE 2 95/15 PTO TRAS LD- (735363654),63,87082999,K
8655210,,ACAB EXT PT PALIO/WEEK/SIENA FASE 2 95/15 PTO TRAS LE- (735363657),42,87082999,K
0349992,7908004600833,ACAB INF MOLD LANT TRAS GOL G3 00/05 PRIMER LD- (AP83),29,87082999,K
0349991,7908004611235,ACAB INF MOLD LANT TRAS GOL G3 00/05 PRIMER LE- (AP84),29,87082999,K
6033600,7898604071235,ALCA TETO CELTA/CORSA/PRISMA/VECTRA DIANT/TRAS LD/LE GELO- (B030),32,87082999,K
0535540,7898937190917,APLIQUE CROM RETROV PALIO/SIENA/STRADA 04/ LD- (06.012),39,87082999,K
0535541,7898937190924,APLIQUE CROM RETROV PALIO/STRADA/SIENA 04/ LE- (06.013),20,87082999,K
0496430,7898359800555,APOIA BRACO CHEVETTE/OPALA/MONZA PEQ S/FRISO- (1652),48,87082999,K
0050500,7898653810083,APOIA BRACO FUSCA/BRASILIA 78/82- (3017),15,87082999,K
0050600,7898604071167,APOIA BRACO FUSCA/GOL/VOY/PAR 83/86 1000 PLASTICO- (B173),24,87082999,K
0496433,7898359800593,APOIA BRACO GOL/PAR/SAV 85/94 CZA LD/LE- (1655CZ),74,87082999,K
0496436,7898359800586,APOIA BRACO GOL/VOY/PAR/SAV 85/94  PRETO LD/LE- (1655),80,87082999,K
0110600,7898300210792,ARO FAROL BRASILIA/VARIANT 73/82 PRATA LD,63,87082999,K
0110500,7898300210808,ARO FAROL BRASILIA/VARIANT 73/82 PRATA LE,63,87082999,K
0112000,7898300213182,ARO FAROL CORCEL II/BELINA II 78/80 PTO LD- (J40464),53,87082999,K
0111900,7898300213199,ARO FAROL CORCEL II/BELINA II 81/84  PTO LE- (J40465),58,87082999,K
0112600,7898300212970,ARO FAROL DELREY/BELINA 85/91 PAMPA /97 PTO PLAST LD- (J40441),50,87082999,K
0112500,7898300212987,ARO FAROL DELREY/BELINA 85/91 PAMPA /97 PTO PLAST LE- (J40442),50,87082999,K
0110000,7898282143477,ARO FAROL FUSCA 63/72 KOMBI /75 MB 1113 CROM LD/LE- (347),160,87082999,K
0157130,7892721313698,ARO FAROL FUSCA 76/96 KOMBI CLIPP 76/14 CROM 1 FURO LD/LE- (348),23,87082999,K
0111200,7898300211003,ARO FAROL PASSAT 79/88 PTO LD- (J10117),71,87082999,K
0111100,7898300211010,ARO FAROL PASSAT 79/88 PTO LE- (J10118),74,87082999,K
6060800,7908004603858,ASSENTO VARETA CAPO OMEGA/SUPREMA- (AP356),7,87082999,K
0265000,7908227700969,BAGAGITO FUSCA 59/96 COURVIM MOD ORIG- (1901-O),68,87082999,K
0278130,,BAGAGITO UNO 84/14 PTO TEXT PLAST- (29),88,87082999,K
6030302,,BATENTE CAPO UNO/PREMIO GRANDE 10PCS- (RD-7046),34,87082999,K
1425713,7899016307479,BATENTE PT FIORINO 80/16 SUP/INF TRAS- (7488),15,87082999,K
